number,value,params_alpha,params_colsample_bytree,params_eval_metric,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_class,params_objective,params_subsample,params_tree_method,state
161,0.9617825,0.0015073802266012714,0.6349410642167895,mlogloss,3.80843560408014,0.029004138007510262,11,45,6,multi:softprob,0.7541541905806154,gpu_hist,COMPLETE
162,0.96193375,0.0017883207193087425,0.6641666095367311,mlogloss,2.6718469558007136,0.036145146879044986,11,30,6,multi:softprob,0.7712869780850967,gpu_hist,COMPLETE
163,0.96202625,0.0011541502302262322,0.6473798147101365,mlogloss,6.715528409385382,0.04580219945733774,11,23,6,multi:softprob,0.7178902173976703,gpu_hist,COMPLETE
164,0.96196125,0.0011722346577588121,0.6462569506984908,mlogloss,7.189949477582438,0.03968858477606919,11,23,6,multi:softprob,0.7122405408967433,gpu_hist,COMPLETE
165,0.9619075,0.001047225996715363,0.6179259465647671,mlogloss,5.701468674098004,0.033239107771207796,11,13,6,multi:softprob,0.7612446195685325,gpu_hist,COMPLETE
166,0.96173125,0.0014776045284068493,0.5988132121964549,mlogloss,8.586144484942094,0.04653055150660219,15,7,6,multi:softprob,0.6960965128417839,gpu_hist,COMPLETE
167,0.96189875,0.0012514543695251357,0.6279325698434206,mlogloss,6.5155791288208125,0.04452111394487777,11,37,6,multi:softprob,0.7313128549234651,gpu_hist,COMPLETE
168,0.948535,0.0020161512141576086,0.5736281784662913,mlogloss,0.011950438094775563,0.039767334751351795,3,30,6,multi:softprob,0.7246651490696886,gpu_hist,COMPLETE
169,0.96207625,0.002618830639841326,0.6454061083974794,mlogloss,3.4714514697368295,0.04977124525364888,11,17,6,multi:softprob,0.7447649463802233,gpu_hist,COMPLETE
170,0.96194,0.0029817690507574234,0.6575597279944989,mlogloss,3.9693366203287033,0.04955960331434024,11,1,6,multi:softprob,0.7089033633689428,gpu_hist,COMPLETE
171,0.96189125,0.002447547053962536,0.7810046104707703,mlogloss,9.732092232721893,0.05969813625326035,11,15,6,multi:softprob,0.7855294912691966,gpu_hist,COMPLETE
172,0.961945,0.0016597134585004194,0.641720591929036,mlogloss,2.9905014853789194,0.0429924800227578,11,24,6,multi:softprob,0.7416429596443335,gpu_hist,COMPLETE
173,0.96190125,0.0019691906217895057,0.6163235182489754,mlogloss,4.760580002036231,0.07015543171868147,11,19,6,multi:softprob,0.7433675966089562,gpu_hist,COMPLETE
174,0.961925,0.0012702422971086636,0.6034638938933867,mlogloss,2.426485308960053,0.03590634363606299,11,9,6,multi:softprob,0.7713346427838786,gpu_hist,COMPLETE
175,0.96157125,0.002608903806211983,0.6727137638032299,mlogloss,3.6617666626627248,0.05070603051099776,11,119,6,multi:softprob,0.7539988836767619,gpu_hist,COMPLETE
176,0.96199875,0.00160831029940318,0.647001258922629,mlogloss,5.810897004604098,0.0646781277733142,9,16,6,multi:softprob,0.7179628651261998,gpu_hist,COMPLETE
177,0.962025,0.0021487965700651207,0.6304523502559788,mlogloss,7.2644478222126105,0.057615951803082585,11,26,6,multi:softprob,0.8046911862240276,gpu_hist,COMPLETE
178,0.96193875,0.003383389151269778,0.587834615223253,mlogloss,7.6330535578566625,0.05666607875777403,11,30,6,multi:softprob,0.8217557246429741,gpu_hist,COMPLETE
179,0.96196625,0.002144845877351149,0.6236002211742807,mlogloss,6.885962719504037,0.04651101457300407,11,25,6,multi:softprob,0.7908989102075581,gpu_hist,COMPLETE
180,0.96185125,0.002963329445582193,0.7536824779364425,mlogloss,8.592321815445404,0.06078750901512271,11,39,6,multi:softprob,0.804870978162496,gpu_hist,COMPLETE
181,0.96161125,0.002400244403261511,0.5558265962728115,mlogloss,5.5068416451713365,0.07292772760444759,13,5,6,multi:softprob,0.4412852624137279,gpu_hist,COMPLETE
182,0.96194,0.0018510106130084627,0.6394546409039007,mlogloss,4.222230792597815,0.05394463040866505,11,20,6,multi:softprob,0.7783006727970168,gpu_hist,COMPLETE
183,0.96197125,0.0010096437554299818,0.6560461428167831,mlogloss,6.643707165639073,0.04742462430027607,11,11,6,multi:softprob,0.8037583037009157,gpu_hist,COMPLETE
184,0.9618325,0.0014440383706976869,0.6315590744694002,mlogloss,5.073772292772157,0.06602938815451681,11,32,6,multi:softprob,0.7619657194358416,gpu_hist,COMPLETE
185,0.96188125,0.0021096883322591227,0.6086375658168444,mlogloss,9.948798178816501,0.04171376397345349,11,24,6,multi:softprob,0.820158241812459,gpu_hist,COMPLETE
186,0.9618475,0.0016967391271892004,0.6678290305182901,mlogloss,3.3985816298272686,0.059445494979311085,11,17,6,multi:softprob,0.6815665707015152,gpu_hist,COMPLETE
187,0.961625,0.001264817729217778,0.6941501709948139,mlogloss,7.777631648984267,0.05159587651514077,7,27,6,multi:softprob,0.8708016947685584,gpu_hist,COMPLETE
188,0.961885,0.002801089698535325,0.6242619912755609,mlogloss,4.3307591237815295,0.038554158190574325,11,13,6,multi:softprob,0.8508088388990371,gpu_hist,COMPLETE
189,0.961755,0.003408295355510965,0.6516836934976933,mlogloss,1.8786260286360577,0.07854850373530643,11,36,6,multi:softprob,0.7007470335978327,gpu_hist,COMPLETE
190,0.961595,0.002243388583268126,0.5875049446479284,mlogloss,5.821754497953733,0.025164876733300937,11,20,6,multi:softprob,0.8897024703658579,gpu_hist,COMPLETE
191,0.96193,0.001549706017713392,0.6174362743883637,mlogloss,6.749223927626781,0.05586562750747314,11,6,6,multi:softprob,0.9423239654597554,gpu_hist,COMPLETE
192,0.9615725,0.0040959552773710455,0.6840736520931656,mlogloss,4.707067861205548,0.05530600509985285,20,21,6,multi:softprob,0.8370812986538766,gpu_hist,COMPLETE
193,0.9618075,0.0027104063259484946,0.6691738492357845,mlogloss,4.940762129859208,0.06469189827316778,11,15,6,multi:softprob,0.812042214599324,gpu_hist,COMPLETE
194,0.96196625,0.003618965678383357,0.7996444070623827,mlogloss,3.197225346592013,0.04667275271550252,11,26,6,multi:softprob,0.7911635409927481,gpu_hist,COMPLETE
195,0.9595225,0.0018320891558934879,0.6408507261305846,mlogloss,3.8966521937664984,0.010783327370368058,11,11,6,multi:softprob,0.82504670926063,gpu_hist,COMPLETE
196,0.9620325,0.002313474319936814,0.6613333661015964,mlogloss,8.172921517478583,0.050204521657572644,11,33,6,multi:softprob,0.8124706959868623,gpu_hist,COMPLETE
197,0.96197125,0.0022394494846433954,0.6617840982376875,mlogloss,7.949974459847154,0.04980936564464728,11,33,6,multi:softprob,0.78245466727172,gpu_hist,COMPLETE
198,0.961845,0.001363514286629902,0.6011518554666277,mlogloss,9.98798486426177,0.043728703396605104,17,29,6,multi:softprob,0.8003559028862319,gpu_hist,COMPLETE
199,0.95727,0.0019714839850611407,0.6291165865133179,mlogloss,7.019925474686429,0.0339230786059686,5,39,6,multi:softprob,0.7683690911254211,gpu_hist,COMPLETE
200,0.9614725,0.0030425227554990554,0.6488731680042955,mlogloss,6.082705297546926,0.06089509838076582,11,186,6,multi:softprob,0.7457158603899458,gpu_hist,COMPLETE
201,0.95743875,0.0023296353739787187,0.6372413060137639,mlogloss,0.003892713708190789,0.005807473595618243,15,47,6,multi:softprob,0.7293266369620846,gpu_hist,COMPLETE
202,0.96186375,0.003911015132986843,0.6871904959712906,mlogloss,5.317534191174792,0.05510575735055377,11,20,6,multi:softprob,0.8130939875914168,gpu_hist,COMPLETE
203,0.9618725,0.0027880475805228348,0.6758431297329885,mlogloss,4.217580201732193,0.05058650565572968,11,24,6,multi:softprob,0.8328322442065562,gpu_hist,COMPLETE
204,0.96186375,0.0017420487292081283,0.6651292681977017,mlogloss,7.662560196407342,0.06997585710869689,11,16,6,multi:softprob,0.7965316422607757,gpu_hist,COMPLETE
205,0.96196375,0.0032147051696754126,0.6993418105196164,mlogloss,8.562629391814095,0.05954814882521537,11,7,6,multi:softprob,0.8433230928164914,gpu_hist,COMPLETE
206,0.9619925,0.004654061317523232,0.6151863415874823,mlogloss,6.122002926056762,0.04572017663153165,11,29,6,multi:softprob,0.8218006274838261,gpu_hist,COMPLETE
207,0.96196875,0.0011677477373413583,0.6531497285032697,mlogloss,5.464633563920084,0.04043866330480898,11,22,6,multi:softprob,0.8099652496435971,gpu_hist,COMPLETE
